,Winery,Average Temperature (Kelvin),Average Air Pressure (hPa),Average Humidity (%),Average Daily Precipitation (mm)
7266,Jacuzzi winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
7267,Butterfly Kiss winery US,271.31,1017.175,78.7975,0.1125
7268,Imagine Moore winery US,271.15500000000003,1015.9375,78.5625,0.095
7269,Firelands winery US,270.375,1017.6875,79.8275,0.075
7270,Shadybrook winery US,280.7575,1020.3425,73.895,0.10250000000000001
7271,Dalla Valle winery US,281.03249999999997,1018.5,79.155,0.0775
7272,Bosman Family Vineyards winery South Africa,293.11,1003.365,66.9275,0.255
7273,Diwald winery Austria,274.24749999999995,1016.4425,79.965,0.295
7274,Artner winery Austria,273.9,1018.9325,85.6,0.030000000000000002
7275,Muzic winery Italy,277.61,1016.7075,79.6325,0.14750000000000002
7276,Amador Cellars winery US,280.0375,1020.4000000000001,73.5425,0.07
7277,Casella winery Australia,297.2875,1005.5074999999999,50.6075,0.022500000000000003
7278,Murrieta's Well winery US,281.6275,1018.985,73.14750000000001,0.0775
7279,Nelle winery US,282.145,1019.67,71.3375,0.0475
7280,R&A; Pfaffl winery Austria,274.24749999999995,1016.4425,79.965,0.295
7281,Domaine Grossot winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7282,Cape May winery US,274.0775,1018.5825,70.28750000000001,0.15
7283,Terra Australis winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
7284,Rezonja winery US,280.7575,1020.3425,73.895,0.10250000000000001
7285,Woomera winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
7286,Urbina winery Spain,278.77,1016.1975,84.0375,0.075
7287,Eden Canyon winery US,280.2,1020.225,66.68,0.0125
7288,Domaine des Crets winery France,274.4875,1020.71,87.9225,0.21000000000000002
7289,François Buffet winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7290,Les Crêtes winery Italy,275.60249999999996,1016.3375000000001,79.03999999999999,0.07
7291,Louis Galud winery France,274.765,1020.09,75.65,0.1575
7292,Radford Dale winery South Africa,293.11,1003.365,66.9275,0.255
7293,Landy Family Vineyards winery US,279.8225,1021.36,73.66,0.20500000000000002
7294,Domaine Pierre Duret winery France,269.73749999999995,1015.325,69.2625,0.0975
7295,Tussock Jumper winery Germany,279.8175,1019.2225,90.2425,0.09000000000000001
7296,Antoine Simoneau winery France,279.05,1020.2575,89.96000000000001,0.09750000000000002
7297,Dirler-Cadé winery France,275.945,1014.6075,86.3125,0.1975
7298,Domaine Fond Croze winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
7299,Playtime winery US,276.885,1020.4425,71.7725,0.19
7300,Clos des Amis winery US,280.2075,1019.7475,75.9525,0.245
7301,Collection des Anges winery France,276.885,1020.4425,71.7725,0.19
7302,Le Haut Païs winery France,269.44,1018.5799999999999,78.08000000000001,0.1275
7303,Jasper Sisco winery US,276.21999999999997,1020.7575,76.705,0.14
7304,Domaine Gibault winery France,279.05,1020.2575,89.96000000000001,0.09750000000000002
7305,Fairhope winery US,284.685,1018.89,79.465,0.34500000000000003
7306,Stina's winery US,276.345,1019.4475,87.015,0.16
7307,Finca Los Olmos winery Argentina,296.04,971.94,46.01,0.0125
7308,Le Grascete winery Italy,280.01,1018.8175,86.6625,0.125
7309,Tenuta di Lilliano winery Italy,278.38250000000005,1014.4424999999999,83.13,0.45749999999999996
7310,Karine winery US,280.4675,1020.615,74.815,0.024999999999999998
7311,Abbey Creek winery US,276.21999999999997,1020.7575,76.705,0.14
7312,Caraccioli winery US,282.145,1019.67,71.3375,0.0475
7313,Hans Lang winery Germany,276.745,1016.5625,85.615,0.12000000000000001
7314,Bodega Don Bosco winery Argentina,296.04,971.94,46.01,0.0125
7315,Tenute Mater Domini winery Italy,282.63250000000005,1020.2425000000001,82.78999999999999,0.085
7316,Unión de Productores del Valle (UPVG) winery Mexico,282.1675,993.52,61.7325,0.03
7317,Alcance winery Chile,277.06500000000005,1021.0224999999999,75.6925,0.145
7318,Podere Ciona winery Italy,278.38250000000005,1014.4424999999999,83.13,0.45749999999999996
7319,Thunder Mountain winery US,275.27,1018.9625,72.985,0.1375
7320,The Terraces winery US,281.03249999999997,1018.5,79.155,0.0775
7321,Karl Lawrence winery US,281.03249999999997,1018.5,79.155,0.0775
7322,Unparalleled winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
7323,Redwood Empire winery US,281.03249999999997,1018.5,79.155,0.0775
7324,Lafage winery France,282.0174999999999,1014.2975,63.565,0.0075
7325,Granite Springs winery US,280.0375,1020.4000000000001,73.5425,0.07
7326,Arthur's Creek winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
7327,Willow Creek winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
7328,Emina winery Spain,277.01,990.7149999999999,83.1275,0.0825
7329,Lapis Luna winery US,279.46999999999997,1010.9225000000001,49.36,0.0125
7330,Nevada Ridge winery US,278.805,1020.015,45.67,0.005
7331,Arché winery US,277.97249999999997,1020.7975,70.8525,0.155
7332,Waltzing Bear winery US,283.75,1018.0725000000001,48.5625,0.0125
7333,Amadores winery Argentina,294.8625,907.9875,60.735,0.14
7334,Borjón winery US,280.0375,1020.4000000000001,73.5425,0.07
7335,DiamAndes winery Argentina,296.04,971.94,46.01,0.0125
7336,Wilson and Wilson winery US,281.03249999999997,1018.5,79.155,0.0775
7337,Pennyroyal Farm winery US,281.03249999999997,1018.5,79.155,0.0775
7338,Hovey winery US,280.02750000000003,1020.2625,75.495,0.035
7339,Domaine Sérol winery France,277.54999999999995,1013.0525,79.0475,0.035
7340,Rapaura Springs winery New Zealand,290.48,1011.495,78.5125,0.145
7341,Jodar winery US,280.0375,1020.4000000000001,73.5425,0.07
7342,Dr. Willkomm winery Germany,275.71,1014.9425,92.215,0.135
7343,Festival and Feast winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
7344,Fingerprints winery Argentina,280.4425,1019.805,73.02250000000001,0.26
7345,Au Sommet winery US,280.7575,1020.3425,73.895,0.10250000000000001
7346,Beast winery US,277.855,1019.3675000000001,72.9025,0.355
7347,Aloft winery US,281.03249999999997,1018.5,79.155,0.0775
7348,Wiston Estate Winery winery England,279.4475,1016.7175,89.85749999999999,0.1575
7349,Prosper winery US,278.135,1020.195,69.0275,0.1
7350,Valentini winery Italy,276.885,1020.4425,71.7725,0.19
7351,Clos Cibonne winery France,281.9275,1019.2825,79.215,0.052500000000000005
7352,Domaine de la Jobeline winery France,277.3075,1019.2425,81.31,0.0925
7353,Kali Hart winery US,279.46000000000004,1019.4825000000001,73.85,0.235
7354,Saudade winery US,270.91499999999996,1016.6275,77.78750000000001,0.1375
7355,First Colony winery US,277.4675,1019.2974999999999,70.09,0.1225
7356,Salomon Estate winery Australia,276.885,1020.4425,71.7725,0.19
7357,Maxville winery US,281.03249999999997,1018.5,79.155,0.0775
7358,Varozza winery US,281.03249999999997,1018.5,79.155,0.0775
7359,Claude Lafond winery France,278.405,1019.5975,90.47500000000001,0.0625
7360,Cavalli Tenuta degli Dei winery Italy,278.38250000000005,1014.4424999999999,83.13,0.45749999999999996
7361,Schwarz Wein winery Austria,274.24749999999995,1016.4425,79.965,0.295
7362,Hard Six Cellars winery US,281.03249999999997,1018.5,79.155,0.0775
7363,Whalebone winery US,282.145,1019.67,71.3375,0.0475
7364,Château d'Astros winery France,281.9275,1019.2825,79.215,0.052500000000000005
7365,Compagnie Viticole de Provence winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
7366,Haut Marin winery France,278.945,1021.86,84.17,0.0625
7367,Hensley winery US,276.885,1020.4425,71.7725,0.19
7368,Laurier winery US,270.7925,1015.5975000000001,77.225,0.07500000000000001
7369,Caldwell winery US,280.7575,1020.3425,73.895,0.10250000000000001
7370,Buoncristiani winery US,280.7575,1020.3425,73.895,0.10250000000000001
7371,Declaration winery US,280.2075,1019.7475,75.9525,0.245
7372,Château d'Alix winery France,278.945,1021.86,84.17,0.0625
7373,Viña San Vicente winery Chile,292.0625,963.1875,54.1,0.0425
7374,Caves du Val de France winery France,279.05,1020.2575,89.96000000000001,0.09750000000000002
7375,Pillsbury winery US,282.455,1018.11,57.62,0.0175
7376,Jean Maréchal winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7377,Château des Charmes winery Canada,270.7925,1015.5975000000001,77.225,0.07500000000000001
7378,B Vintners winery South Africa,294.2625,1013.0525,70.8775,0.265
7379,Arunda winery Australia,271.93,990.155,75.185,0.1275
7380,Glass Mountain winery US,281.63,1019.21,73.97,0.0875
7381,Ispiri winery US,263.605,1018.0175,78.0025,0.005
7382,Mathern winery Germany,276.745,1016.5625,85.615,0.12000000000000001
7383,Cueva de las Manos winery Argentina,290.84250000000003,1004.825,48.0675,0.015000000000000001
7384,Qualia winery US,280.2075,1019.7475,75.9525,0.245
7385,Caballo Bravo winery Chile,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
7386,Anthonij Rupert winery South Africa,293.11,1003.365,66.9275,0.255
7387,Seaside winery New Zealand,276.79999999999995,1021.5,76.9125,0.2625
7388,Shared Notes winery US,277.375,1020.0125,79.19749999999999,0.23500000000000001
7389,Domaine Corne-Loup winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
7390,Helvetia winery US,276.21999999999997,1020.7850000000001,74.96000000000001,0.14
7391,Susana Balbo winery Argentina,296.04,971.94,46.01,0.0125
7392,Loomis winery US,280.0375,1020.4000000000001,73.5425,0.07
7393,District 7 Wines winery US,276.885,1020.4425,71.7725,0.19
7394,Domiciano de Barrancas winery Argentina,296.04,971.94,46.01,0.0125
7395,Bessa winery Bulgaria,273.6875,1018.9525,77.76750000000001,0.01
7396,Francine et Olivier Savary winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7397,75 Wine Co. winery US,276.885,1020.4425,71.7725,0.19
7398,Torres winery Chile,276.885,1020.4425,71.7725,0.19
7399,3 Badge Beverage winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
7400,Château Toutigeac winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7401,Chateau Molyneaux winery US,281.6275,1018.985,73.14750000000001,0.0775
7402,French Rabbit winery France,278.46750000000003,1018.6825,88.8725,0.09250000000000001
7403,C&B; winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
7404,Crayelle Cellars winery US,269.095,1001.7425,80.53,0.065
7405,Unti winery US,281.03249999999997,1018.5,79.155,0.0775
7406,Bejot Vins et Terroirs winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7407,Think Tank winery US,281.03249999999997,1018.5,79.155,0.0775
7408,60 North winery US,276.885,1020.4425,71.7725,0.19
7409,Giordano winery Italy,275.60249999999996,1016.3375000000001,79.03999999999999,0.07
7410,Fount winery US,268.385,1018.61,81.24000000000001,0.030000000000000002
7411,Mockingbird winery US,276.885,1020.4425,71.7725,0.19
7412,Warramate winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
7413,Bennett Family winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
7414,Witness Tree winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
7415,Riverbend winery US,263.9475,1017.0775,83.02250000000001,0.0125
7416,Borra winery US,280.23,1020.2149999999999,75.69,0.055
7417,Bush Bike winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
7418,Sutro winery US,281.03249999999997,1018.5,79.155,0.0775
7419,Corey Creek winery US,272.74749999999995,1016.8375,70.14250000000001,0.14
7420,Day Owl winery US,269.8625,1012.4175,58.855000000000004,0.015
7421,Les Vignerons de Florensac winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
7422,Hafner Kosher winery Austria,273.9,1018.9325,85.6,0.030000000000000002
7423,Cultura winery US,269.095,1001.7425,80.53,0.065
7424,Lafarga winery Mexico,282.1675,993.52,61.7325,0.03
7425,Vinicola Urbana winery Mexico,286.03999999999996,983.0274999999999,53.595000000000006,0.0175
7426,Heavyweight winery US,277.375,1020.0125,79.19749999999999,0.23500000000000001
7427,Malibu winery US,284.53749999999997,1019.6625,55.78,0.0125
7428,Sagebrush Annie's winery US,280.2,1020.225,66.68,0.0125
7429,V&N; Cellars winery Spain,282.53,1021.515,73.41499999999999,0.0125
7430,O'Reilly's winery US,269.73749999999995,1015.325,69.2625,0.0975
7431,Quadratus winery Bulgaria,275.40500000000003,1019.0325,70.965,0.10250000000000001
7432,Nicolas Millet winery France,278.565,1019.0525,77.695,0.2825
7433,Koonara winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
7434,Antis winery Argentina,296.04,971.94,46.01,0.0125
7435,Achaia Clauss winery Greece,281.135,1015.2175,79.82499999999999,0.0875
7436,Domaine Chantepierre winery France,277.375,1020.0125,79.19749999999999,0.23500000000000001
7437,Phipps winery US,276.885,1020.4425,71.7725,0.19
7438,Palmeri winery US,273.765,1016.4375,69.18,0.1525
7439,Maison Ambroise winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7440,Twisted Cedar winery US,278.86,1019.965,46.64000000000001,0.005
7441,Domaine Siret-Courtaud winery France,278.405,1019.5975,90.47500000000001,0.0625
7442,Domaine Coquard Loison-Fleurot winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7443,Domaine Hubert Lamy winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7444,Domaine Jean-Claude Courtault winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7445,Seneca Shore winery US,271.15500000000003,1015.9375,78.5625,0.095
7446,Domaine du Chardonnay winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7447,Upchurch winery US,269.095,1001.7425,80.53,0.065
7448,Lagosta winery Portugal,283.095,1024.2224999999999,85.89750000000001,0.1125
7449,Antler Hill winery US,277.375,1020.0125,79.19749999999999,0.23500000000000001
7450,Feudi della Medusa winery Italy,284.22499999999997,1021.3375000000001,83.125,0.0275
7451,Chateau Mourgues du Gres winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
7452,Jettlynn winery US,282.145,1019.67,71.3375,0.0475
7453,Viñedos Organicos Emiliana winery Chile,289.5225,1011.4300000000001,74.805,0.0
7454,Hip Chicks winery US,276.21999999999997,1020.7575,76.705,0.14
7455,Caves Velhas winery Portugal,284.0575,1025.8899999999999,87.975,0.1125
7456,Couleur d'Aquitaine winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7457,Little Rascal's winery US,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
7458,Masseto winery Italy,278.38250000000005,1014.4424999999999,83.13,0.45749999999999996
7459,Domaine Maby winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
7460,Ceralti winery Italy,280.01,1018.8175,86.6625,0.125
7461,G. Moulinier winery France,282.0174999999999,1014.2975,63.565,0.0075
7462,Besadien winery US,276.885,1020.4425,71.7725,0.19
7463,Château de Blaignac winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7464,Cold Water Creek winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
7465,Ferro Family Wines winery US,274.0775,1018.5825,70.28750000000001,0.15
7466,St. Michael-Eppan winery Italy,271.93,990.155,75.185,0.1275
7467,Thornbury winery New Zealand,292.90500000000003,1014.5525,79.14250000000001,0.1025
7468,Ketcham Estate winery US,281.03249999999997,1018.5,79.155,0.0775
7469,868 Estate winery US,275.39,1018.99,70.985,0.10500000000000001
7470,Celani Family Vineyards winery US,280.7575,1020.3425,73.895,0.10250000000000001
7471,Buddha Kat winery US,276.0775,1020.8975,74.8725,0.135
7472,Eristavi Winery winery US,282.2225,1020.27,71.685,0.1225
7473,Rai winery Chile,279.46000000000004,1019.4825000000001,73.85,0.235
7474,Royal Oaks winery US,285.08,1018.895,58.4075,0.01
7475,Marco Zunino winery Argentina,295.40749999999997,942.7025,35.68000000000001,0.0375
7476,Luminis winery Argentina,296.04,971.94,46.01,0.0125
7477,Viejo Isaias winery Argentina,296.04,971.94,46.01,0.0125
7478,Château la Baronnerie winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7479,Lelarge-Pugeot winery France,278.11,1018.305,89.99,0.08
7480,Bodegas Corellanas winery Spain,277.83250000000004,1016.2874999999999,81.91,0.0475
7481,Dobbin Lane Wines winery US,277.855,1019.3675000000001,72.9025,0.355
7482,Mission Trail winery US,281.61,1019.8625000000001,72.6125,0.0825
7483,Eric Ross winery US,281.03249999999997,1018.5,79.155,0.0775
7484,Alchemy Wine Productions winery US,271.1175,1015.8549999999999,75.9225,0.095
7485,San Marcos Creek winery US,283.5425,1018.515,61.94749999999999,0.035
7486,Sieur d'Arques winery France,282.0174999999999,1014.2975,63.565,0.0075
7487,Morell-Lawrence winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
7488,MICA Cellars winery US,280.0375,1020.4000000000001,73.5425,0.07
7489,Bridge Press winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
7490,Elephant Hill winery New Zealand,291.85249999999996,1012.8599999999999,83.14500000000001,0.1575
7491,Villa Yambol winery Bulgaria,272.02000000000004,998.0725,79.90249999999999,0.01
7492,Merriman winery US,276.885,1020.4425,71.7725,0.19
7493,Kenos winery Chile,273.21000000000004,1016.9949999999999,77.8,0.16249999999999998
7494,Evoke winery US,276.0775,1020.8975,74.8725,0.135
7495,Villa Mangiacane winery Italy,278.38250000000005,1014.4424999999999,83.13,0.45749999999999996
7496,Pala winery Italy,284.22499999999997,1021.3375000000001,83.125,0.0275
7497,Michael-Scott winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
7498,O'Brien winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
7499,Fesstivity winery US,285.08,1018.895,58.4075,0.01
7500,Hunt & Ryde winery US,281.03249999999997,1018.5,79.155,0.0775
7501,Topiary winery South Africa,293.11,1003.365,66.9275,0.255
7502,Silvara winery US,269.095,1001.7425,80.53,0.065
7503,The Seeker winery Germany,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
7504,Barberani winery Italy,278.1475,1014.4449999999999,81.8675,0.1825
7505,Domaine des Baguiers winery France,281.9275,1019.2825,79.215,0.052500000000000005
7506,Domaine Dugois winery France,275.75,1017.125,87.71249999999999,0.1625
7507,Domaine Labet winery France,275.75,1017.125,87.71249999999999,0.1625
7508,Macedon winery Macedonia,292.1175,1013.375,71.52499999999999,0.07500000000000001
7509,Floria winery Chile,295.83,1018.925,76.07249999999999,0.10749999999999998
7510,James River winery US,277.4675,1019.2974999999999,70.09,0.1225
7511,Château Bellevue winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7512,Big Sky winery New Zealand,290.4125,1011.1350000000001,77.995,0.1225
7513,Rubus winery New Zealand,272.25250000000005,1020.925,75.6575,0.08000000000000002
7514,Rancho Arroyo Grande winery US,280.2,1020.225,66.68,0.0125
7515,Château Haut-Rian winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7516,Great Sage winery US,275.27,1018.9625,72.985,0.1375
7517,Middelvlei winery South Africa,293.11,1003.365,66.9275,0.255
7518,Stellenryck winery South Africa,278.3,1019.515,74.9325,0.4425
7519,Goutorbe-Bouillot winery France,278.11,1018.305,89.99,0.08
7520,Starvedog Lane winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
7521,La Motte winery South Africa,293.11,1003.365,66.9275,0.255
7522,Yarra Burn winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
7523,Mt. Vernon winery US,280.0375,1020.4000000000001,73.5425,0.07
7524,Meinert winery South Africa,293.11,1003.365,66.9275,0.255
7525,Dominique Pabiot winery France,278.405,1019.5975,90.47500000000001,0.0625
7526,Gratia winery Argentina,277.375,1020.0125,79.19749999999999,0.23500000000000001
7527,Domaine Fribourg winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7528,Acre winery US,280.7575,1020.3425,73.895,0.10250000000000001
7529,Radar winery US,276.885,1020.4425,71.7725,0.19
7530,Familia Marguery winery Argentina,296.04,971.94,46.01,0.0125
7531,Il Valentiano winery Italy,278.1275,1015.0025,83.47749999999999,0.12250000000000001
7532,African Passion winery South Africa,293.11,1003.365,66.9275,0.255
7533,The Heavy winery US,277.1825,1020.1425,77.925,0.1875
7534,Lomond winery South Africa,292.28999999999996,973.66,60.6,0.0225
7535,Kleinood winery South Africa,293.11,1003.365,66.9275,0.255
7536,YaYa winery Chile,276.885,1020.4425,71.7725,0.19
7537,Domaine de la Feuillarde winery France,277.3075,1019.2425,81.31,0.0925
7538,Charles Joguet winery France,279.05,1020.2575,89.96000000000001,0.09750000000000002
7539,Strehn winery Austria,273.9,1018.9325,85.6,0.030000000000000002
7540,Cuatro Vacas Gordas winery Argentina,296.04,971.94,46.01,0.0125
7541,Doña Catalina winery Chile,295.69,1018.73,76.7575,0.1925
7542,Leo Steen Wines winery US,281.03249999999997,1018.5,79.155,0.0775
7543,Exton Park Vineyard winery England,279.365,1016.6800000000001,86.5575,0.2
7544,The Setting winery US,280.7575,1020.3425,73.895,0.10250000000000001
7545,Swingset winery US,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
7546,Canoas winery Argentina,298.77,1009.1125,80.4225,0.14750000000000002
7547,Wayne Gretzky Estates winery US,270.7925,1015.5975000000001,77.225,0.07500000000000001
7548,Paredon winery US,280.33250000000004,1021.5025,68.34,0.11
7549,Robert Perroud winery France,277.3075,1019.2425,81.31,0.0925
7550,Artisan Uprising winery US,285.08,1018.895,58.4075,0.01
7551,Bucklin winery US,281.03249999999997,1018.5,79.155,0.0775
7552,Villa del Monte winery US,281.61,1019.87,73.3725,0.0825
7553,Small Wonders winery US,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
7554,Emrich-Schonleber winery Germany,276.745,1016.5625,85.615,0.12000000000000001
7555,Cargasacchi winery US,282.3375,1017.9375,50.4625,0.017499999999999998
7556,Hitching Post winery US,285.08,1018.895,58.4075,0.01
7557,Pisoni winery US,282.145,1019.67,71.3375,0.0475
7558,Coastal Ridge winery US,276.885,1020.4425,71.7725,0.19
7559,Game of Thrones winery US,280.4425,1019.805,73.02250000000001,0.26
7560,Happs winery Australia,297.0025,1011.905,49.605000000000004,0.022500000000000003
7561,Domaine Pascal Prunier-Bonheur winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7562,Château Chapelle d'Aliénor winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7563,Foggy Bridge winery US,277.375,1020.0125,79.19749999999999,0.23500000000000001
7564,Yllera winery Spain,277.01,990.7149999999999,83.1275,0.0825
7565,Famiglia Meschini winery Argentina,272.25250000000005,1020.925,75.6575,0.08000000000000002
7566,Familia Colombi winery Argentina,296.04,971.94,46.01,0.0125
7567,Silver Beach winery New Zealand,285.7925,1019.7974999999999,82.025,0.09
7568,Tinto Rey winery US,280.2075,1019.7475,75.9525,0.245
7569,White's Bay winery New Zealand,290.48,1011.495,78.5125,0.145
7570,Orion Wine winery Italy,271.93,990.155,75.185,0.1275
7571,Clos Venturi winery France,280.01,1018.8175,86.6625,0.125
7572,Domaine Anne Gros winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7573,Lorena Garcia winery US,280.2075,1019.7475,75.9525,0.245
7574,Veenwouden winery South Africa,293.11,1003.365,66.9275,0.255
7575,Famille Negrel winery France,280.17249999999996,1016.2225,76.175,0.027500000000000004
7576,Barrel Racer winery US,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
7577,Blue Oak winery US,280.7575,1020.3425,73.895,0.10250000000000001
7578,Inama winery Italy,275.7675,1016.0975000000001,83.08749999999999,0.11
7579,Watkins Family winery US,281.03249999999997,1018.5,79.155,0.0775
7580,Domaine Alzitana winery France,280.01,1018.8175,86.6625,0.125
7581,Nearly Naked winery US,275.39,1018.99,70.985,0.10500000000000001
7582,Barrat-Masson winery France,278.11,1018.305,89.99,0.08
7583,Forget-Brimont winery France,278.11,1018.305,89.99,0.08
7584,Isabel Estate winery New Zealand,290.48,1011.495,78.5125,0.145
7585,Main Street winery US,285.46999999999997,1018.6225,58.055,0.03
7586,Alpha Loire winery France,279.05,1020.2575,89.96000000000001,0.09750000000000002
7587,On Q winery US,278.52750000000003,1020.1275,76.5975,0.2175
7588,Château la Canorgue winery France,280.17249999999996,1016.2225,76.175,0.027500000000000004
7589,Maverick winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
7590,Domaine Philippe Faury winery France,277.115,1020.585,82.14,0.055
7591,Nuthatch Cellars winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
7592,Bella Victorian Vineyard winery US,276.885,1020.4425,71.7725,0.19
7593,Regale Winery and Vineyards winery US,281.61,1019.87,73.3725,0.0825
7594,Adelaida Cellars winery US,282.145,1019.67,71.3375,0.0475
7595,Bzikot Père et Fils winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7596,Bella Victorian winery US,285.115,1018.925,58.19,0.0075
7597,Capensis winery South Africa,293.11,1003.365,66.9275,0.255
7598,Solitude winery US,267.6375,1021.4499999999999,79.095,0.02
7599,Antonio Mas winery Argentina,297.91999999999996,957.8175,37.35,0.03
7600,Dunites winery US,277.025,1021.5074999999999,76.4475,0.11
7601,Monochrome winery US,282.145,1019.67,71.3375,0.0475
7602,Domaine George winery France,278.405,1019.5975,90.47500000000001,0.0625
7603,Tenuta Mazzolino winery Italy,276.08500000000004,1017.9375,84.85999999999999,0.1525
7604,Añoro winery Argentina,296.04,971.94,46.01,0.0125
7605,Capçanes winery Spain,280.87,1017.9925000000001,70.6375,0.01
7606,Blocks winery New Zealand,276.885,1020.4425,71.7725,0.19
7607,Manfried winery Germany,275.71,1014.9425,92.215,0.135
7608,St. Hubertus winery Canada,268.86750000000006,1008.4449999999999,83.86,0.030000000000000002
7609,Bodegas Muriel winery Spain,277.83250000000004,1016.2874999999999,81.91,0.0475
7610,Château Barde Haut winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7611,Gothic winery US,276.885,1020.4425,71.7725,0.19
7612,Mackinaw Trail winery US,265.975,1016.24,76.25,0.0075
7613,Napa Valley Cattle Company winery US,281.03249999999997,1018.5,79.155,0.0775
7614,Fair Hare winery US,275.5325,1019.0400000000001,71.025,0.125
7615,Château L'Ermitage winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7616,D'Alfonso-Curran winery US,285.08,1018.895,58.4075,0.01
7617,Volpaiole winery Italy,280.01,1018.8175,86.6625,0.125
7618,Vintners Signatures winery US,281.03249999999997,1018.5,79.155,0.0775
7619,Verdad winery US,280.2,1020.225,66.68,0.0125
7620,Château Rauzan Despagne winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7621,Köster-Wolf winery Germany,276.745,1016.5625,85.615,0.12000000000000001
7622,Big Ass winery US,281.255,1020.4925,70.82,0.1375
7623,Talus winery US,274.85249999999996,1019.1274999999999,78.0425,0.1
7624,Banfi winery Italy,278.1275,1015.0025,83.47749999999999,0.12250000000000001
7625,Bodega del Fin del Mundo winery Argentina,295.84000000000003,1005.2975,39.385,0.0125
7626,Castello Monaci winery Italy,276.885,1020.4425,71.7725,0.19
7627,Vigne & Vini winery Italy,276.885,1020.4425,71.7725,0.19
7628,Cantine Due Palme winery Italy,282.63250000000005,1020.2425000000001,82.78999999999999,0.085
7629,Gilardi winery France,281.9275,1019.2825,79.215,0.052500000000000005
7630,Lodmell Cellars winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
7631,Rancho Zabaco winery US,281.03249999999997,1018.5,79.155,0.0775
7632,Edmonds Winery winery US,276.4775,1019.8925,81.3675,0.16999999999999998
7633,Vaeni winery Greece,278.225,1018.3625,70.3125,0.03
7634,Spelletich Cellars winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
7635,Long Boat winery New Zealand,277.025,1021.5074999999999,76.4475,0.11
7636,Antic winery US,276.885,1020.4425,71.7725,0.19
7637,Quiévremont winery US,275.39,1018.99,70.985,0.10500000000000001
